,Tweets,class
278,  انت واحد ابن زنا اشخاص مثلك اكدر اقطع جلدهم كل يوم تفو ابن خنزير مريض نفسي انصحك تروح طبيب,1
279,#ديوث موجود في العين تريد نتعارف كلمني ...,3
280,وينها اربعينيه ثلاثينية او متزوجه محرومه ندردش سوالف منحرفة ثلاثينيه,3
281,    خنازير القرضاوي الله يكرم مخلوقات الطاهره عن الاخوان خونة…  ,1
282,طالبة مسيحة تتقدم ببلاغ ضد أحد قادة النظام العام بالقضارف بتهمة التحرش – صورة البلاغ  ,0
283,روبي (رانيا) بالفعل ما كانت منحرفة,0
284,  السعودية لو أرادت التطبيع لفعلت ذلك يا خنزير,3
285,    نحن كلاب المجوس يابن طاهر القرمطي؟,0
286,     لأنك وسخ وابن كلب  وايدت الكلب اللبناني !! كلكم عيال كلب وش المشكله يعني؟؟؟,1
287,-يا بايرة يااللي كل دفعتك بقو مخطوبين.. !!  ,3
288,   مقوله شهيره .خنازير الخليج,2
289,  ع اساس ان خنازير المجوس احلوا السلام في اليمن والعراق وسوريا ولبنان وفلسطين,2
290,   ياشارب بول البعير .. من وين انت عندك دين  حتى تتكلم فيه أنتم دينكم عبا…  ,2
291,   كلبكم شمام  من فصيلة ريدبول البعير هذه فصيلة تم تهجينها من كلب البيدبول والريد بول,1
292,  شرب بول البعير ليس مذكور في القرآن والحجامه ايضا . عندما تنتقد كتاب يجب عليك قرائته وليس ان…  ,0
293,"  التبن و بول البعير، يجي لكم يوميا من تحالف الشر و التأخر على اليمن.  انتم محتلين، من طاهش ال…  ",1
294,  لو فتحنا باب الوصايه على الناس. هيقولو على حضرتك متبرجه وصدرك ال٥سم دا مفتوح. كل واحد حر فى ج…  ,3
295,لا تعشقي وهابيا سيحدثك في ليالي الرومانسية عن الجن و القبر و بول البعير ...,2
296,ولماذا يصدق اللاجئون سياسيين كاذبين بعد أن…,0
297,  ليش اقلل من قيمة البخاري البخاري نقل للوهابية شرب بول البعير وهم على قوله ما صون لم نس…  ,0
298,  لانك اعجمي خنزير بائع هوى ولا تمت للاخلاق والشرف بشىء محمدنا سيدنا ايها المعتوه,0
299,  اقول ..خليك على شرب بول البعير احسلك..لاتكون تخلط بول باكستاني معاه..,3
300,  ابن خالتي انا #خنزير_ال_ام_كيه,3
301,  عندي لك بول على كيفك احسن من بول البعير ... اعطيك تذوق !!,3
302,  هقولك ايه . شارب بول البعير فعلا,1
303,وقت قصة التجمع الخامس ما ضل حدا مصري ما كتب عن التحرش .. وقتها اشخاص عندي عالفيس مش حاكتب جنسيتهم بس مش مصريين فاتو…  ,0
304,خر ملا خنزير ملا داغه شراب خور ملا داهغه,3
305,ليمن تكون توك فال و تعلن عودتك حق التحرش بجميع الكائنات الحيه بتويتر و خارج تويتر  ,2
306,      ههههههههه ماتوقع  فيه  اهانه  اكبر  من شرب  بول البعير,3
307,   هذي متبرجه باليوم الوطني وغيره مودل الغفله,1
308,دخلت ابااشارك لأَنِّي احب الخيل بس ماش ناس عقولها وتفكيرها وسخ للاسف,0
309,نظرته شبه منحرفة,3
310,    نعم يا محمد السودان فيه هندوس ليهم 50 او 70 سنه متواجدين في الخرطوم وا…  ,0
311, لزوم الشغل يا باشا ... ننطنطو وزغرطوا ... عشان الرعاع يصدقون الفلم وينجح المخرج بجدارة ... خنازير أمعات ...,3
312,  اه مبدعين ب اكل الكبسة وتحدي الاكل على اليوتيوب وشرب بول البعير والتفكير بالفرج وكيف…  ,1
313,    اولا هم ليسوا جرب الا ان كنت فارسي,3
314,شايله هم الهشتاقات فتاه متبرجه فتاه ترقم فتاه تقود فتاه بتحليه ترقص  أين الاسلام والمسلمين ! تعرفون عاد فيه فئه تدو…  ,0
315,بعض الحريم تروح السوق بدون أطفالها,3
316,يعني ي جماعة التحرش جريمة مرضية مفروض يتعاقب مرتكبها  ....واهمال الدين واللبس الشاذ من العوامل البتساعد فيها عموما ...,3
317,لما تكون عاوز تناقش #التحرش,2
318,ترامب يدافع عن كافانا ويقول إن إدعاءات التحرش هدفها سياسي,0
319,اولا الشيعي سيدك يا شارب بول البعير وتتحدث عن صورة فوتو شوب يا موضوع على لائحة العار وكل المنظمات الحقوقية وصفت أفع…  ,1
320,عش بصراحه وبدون ولف ودوران حتى لو تصير اكبر وسخ بس اهم شي ما تصير منافق وكذاب ويجيك تأنيب ضميير ..مجربها,3
321,خنازير في حضائر مجوسية فلسفية متخصصة في تحطيم الفطرة الإنسانية؛,3
322,بني سعود ومملكتهم إلى الزوال .بني سعود أبناء قردة وأبناء خنازير وأبناء شياطين وطغاة وقتلة الأطفال والنساء والعجزة ل…  ,1
323,  ايضا اصبح خنازير البنا يستقون اخبارهم من الصحافة اليهودية وهذا شئ لابد للانتباه له فعندما…  ,1
324,ويجي سعودي شارب لتران من بول البعير ويرد عليك,2
325,  والاخت بايره برضو,0
326,  عسى بول البعير علاجك وتشربه ولا ينفعك اطهر بلد دعى سيدنا براهيم ان الله يحفظها فستجاب له ولله الحمدددد والمنه,3
327,    و حضرتك مش شايف قوادين خنازير البنا كاتبين العنوان ترك…  ,3
328,يوماً ما سيصبح الوطن اليمني خالى من جراثيم ووباء بني هاشم سيعود اليمن حميرياً قحطانياً خالصاً يوماً ما سيصبح خنازير…  ,1
329,  شاربي بول البعير اللي تنتقدهم منهم الرسول والصحابة وهم اللي عرًبوك وعلموك دينك وهم اللي اقاموا…  ,2
330,لاتنسى الي صار بينهم وبين الجزائر في مبارة التاهل بكاس العالم التاريخ مايرحم المصريين لسانهم وسخ  ,0
331,  راجع التسجيل العقاري او الضربة راج تعرف اننا الاول على العالم موظفين عبالك خنازير,3
332,  صايره الحريم والرجال مثل الهلال والنصر مناحر اعوذ بالله,2
333,#غرد_مثل_موقع_القوات حسومات على بول البعير,0
334,  والله ماحد خنازير غيركم حتى الكلاب افضل منكم وضلوا تمسحو يقذارتكم المجوسية الا لعنة الله عليكم ملة نجسة,1
335,كل دول العالم فيها ظاهرة التحرش بالذات مع البنات سواء بنص اليوم او بنص الليل متستره او شبه عاريه وبنسب كثيره بعد بس…  ,2
336,   فعلاً من ديت لي ديت والله بايره انا دي ي مونياه,2
337,بعض الدكاتره والاساتذه بالجامعه يستغل مكانه الاكاديمي في التحرش بالطالبات,-1
338,خنازير الخنزيره حول العالم سعداء ويهزون اذنابهم ومعاهم معظم عرب الشمال سودالله وجوهم الاكلين الناكرين اللوئماء وهم…  ,1
339,كليتنا ناقص بس اطبق علينا التحرش الجسدي وبتكون ختمت كل انواع التحرش.,0
340,"  مش بقلك طيازكم بدل أمخاخكم....معلش هتعرف منين تاريخ ياراعى الغنم والابل يامحدث ياشارب بول البعير،،ع…  ",3
341,حينما تكون هي متبرجة لا يعني ذلك أن يكون قَدْرها الازدراء والتحقير والعبوس بوجهها أو الجور في حقها أو حتى اتهامها…,2
